0.001,100,0.10439167962663132,0.012028187993777683,0.008678100009767965
0.005,100,0.43225726708025014,0.0457331997080207,0.029834113231821877
0.01,100,0.6951206934840981,0.06860855418114017,0.03878003956381319
0.05,100,1.089969183119605,0.1120068686565905,0.01799780435581798
0.1,100,1.0964316878594287,0.12436207434991411,0.005657641165431476
0.5,100,1.0964608113924048,0.12861719390874368,0.0014025223111921515
1,100,1.096460811392405,0.12861723232337582,0.00140248389655572
5,100,1.5447450748447907e+72,-1.857234780657233e+87,-1.857234780657232e+87
10,100,1.3044569522032536e+105,-1.306120657185958e+120,-1.3061206571859583e+120
0.05,200,1.0964223775175281,0.12428354580774204,0.0057361686717032085
